7-gram, count
may it sort that this portentous figure, 1
comes armed through our watch so like, 1
armed through our watch so like the, 1
through our watch so like the king, 1
that was and is the question of, 1
was and is the question of these, 1
and is the question of these wars, 1
a mote it is to trouble the, 1
mote it is to trouble the mind, 1
it is to trouble the mind s, 1
is to trouble the mind s eye, 1
in the most high and palmy state, 1
the most high and palmy state of, 1
most high and palmy state of rome, 1
a little ere the mightiest julius fell, 1
the graves stood tenantless and the sheeted, 1
graves stood tenantless and the sheeted dead, 1
did squeak and gibber in the roman, 1
squeak and gibber in the roman streets, 1
as stars with trains of fire and, 1
stars with trains of fire and dews, 1
with trains of fire and dews of, 1
trains of fire and dews of blood, 1
disasters in the sun and the moist, 1
in the sun and the moist star, 1
upon whose influence neptune s empire stands, 1
was sick almost to doomsday with eclipse, 1
and even the like precurse of fierce, 1
even the like precurse of fierce events, 1
and prologue to the omen coming on, 1
but soft behold lo where it comes, 1
soft behold lo where it comes again, 1
i ll cross it though it blast, 1
ll cross it though it blast me, 1
cross it though it blast me stay, 1
it though it blast me stay illusion, 1
if thou hast any sound or use, 1
thou hast any sound or use of, 1
hast any sound or use of voice, 1
if there be any good thing to, 1
there be any good thing to be, 1
be any good thing to be done, 1
that may to thee do ease and, 1
may to thee do ease and grace, 1
to thee do ease and grace to, 1
thee do ease and grace to me, 1
if thou art privy to thy country, 1
thou art privy to thy country s, 1
art privy to thy country s fate, 1
which happily foreknowing may avoid o speak, 1
or if thou hast uphoarded in thy, 1
if thou hast uphoarded in thy life, 1
extorted treasure in the womb of earth, 1
for which they say you spirits oft, 1
which they say you spirits oft walk, 1
they say you spirits oft walk in, 1
say you spirits oft walk in death, 1
speak of it stay and speak stop, 1
of it stay and speak stop it, 1
it stay and speak stop it marcellus, 1
shall i strike at it with my, 1
i strike at it with my partisan, 1
we do it wrong being so majestical, 1
to offer it the show of violence, 1
for it is as the air invulnerable, 1
it was about to speak when the, 1
was about to speak when the cock, 1
about to speak when the cock crew, 1
and then it started like a guilty, 1
then it started like a guilty thing, 1
upon a fearful summons i have heard, 1
the cock that is the trumpet to, 1
cock that is the trumpet to the, 1
that is the trumpet to the morn, 1
doth with his lofty and shrill sounding, 1
with his lofty and shrill sounding throat, 1
awake the god of day and at, 1
the god of day and at his, 1
god of day and at his warning, 1
whether in sea or fire in earth, 1
in sea or fire in earth or, 1
sea or fire in earth or air, 1
to his confine and of the truth, 1
his confine and of the truth herein, 1
it faded on the crowing of the, 1
faded on the crowing of the cock, 1
some say that ever gainst that season, 1
say that ever gainst that season comes, 1
wherein our saviour s birth is celebrated, 1
the bird of dawning singeth all night, 1
bird of dawning singeth all night long, 1
and then they say no spirit dares, 1
then they say no spirit dares stir, 1
they say no spirit dares stir abroad, 1
the nights are wholesome then no planets, 1
nights are wholesome then no planets strike, 1
no fairy takes nor witch hath power, 1
fairy takes nor witch hath power to, 1
takes nor witch hath power to charm, 1
so hallow d and so gracious is, 1
hallow d and so gracious is the, 1
d and so gracious is the time, 1
so have i heard and do in, 1
have i heard and do in part, 1
i heard and do in part believe, 1
heard and do in part believe it, 1
but look the morn in russet mantle, 1
look the morn in russet mantle clad, 1
walks o er the dew of yon, 1
o er the dew of yon high, 1
er the dew of yon high eastward, 1
the dew of yon high eastward hill, 1
break we our watch up and by, 1
we our watch up and by my, 1
our watch up and by my advice, 1
let us impart what we have seen, 1
us impart what we have seen to, 1
impart what we have seen to night, 1
unto young hamlet for upon my life, 1
this spirit dumb to us will speak, 1
spirit dumb to us will speak to, 1
dumb to us will speak to him, 1
do you consent we shall acquaint him, 1
you consent we shall acquaint him with, 1
consent we shall acquaint him with it, 1
as needful in our loves fitting our, 1
needful in our loves fitting our duty, 1
let s do t i pray and, 1
s do t i pray and i, 1
do t i pray and i this, 1
t i pray and i this morning, 1
i pray and i this morning know, 1
where we shall find him most conveniently, 1
scene ii a room of state in, 1
ii a room of state in the, 1
a room of state in the castle, 1
enter king claudius queen gertrude hamlet polonius, 1
king claudius queen gertrude hamlet polonius laertes, 1
claudius queen gertrude hamlet polonius laertes voltimand, 1
queen gertrude hamlet polonius laertes voltimand cornelius, 1
gertrude hamlet polonius laertes voltimand cornelius lords, 1
hamlet polonius laertes voltimand cornelius lords and, 1
polonius laertes voltimand cornelius lords and attendants, 1
though yet of hamlet our dear brother, 1
yet of hamlet our dear brother s, 1
of hamlet our dear brother s death, 1
the memory be green and that it, 1
memory be green and that it us, 1
be green and that it us befitted, 1
to bear our hearts in grief and, 1
bear our hearts in grief and our, 1
our hearts in grief and our whole, 1
hearts in grief and our whole kingdom, 1
to be contracted in one brow of, 1
be contracted in one brow of woe, 1
yet so far hath discretion fought with, 1
so far hath discretion fought with nature, 1
that we with wisest sorrow think on, 1
we with wisest sorrow think on him, 1
therefore our sometime sister now our queen, 1
the imperial jointress to this warlike state, 1
have we as twere with a defeated, 1
we as twere with a defeated joy, 1
with an auspicious and a dropping eye, 1
with mirth in funeral and with dirge, 1
mirth in funeral and with dirge in, 1
in funeral and with dirge in marriage, 1
in equal scale weighing delight and dole, 1
taken to wife nor have we herein, 1
to wife nor have we herein barr, 1
wife nor have we herein barr d, 1
your better wisdoms which have freely gone, 1
with this affair along for all our, 1
this affair along for all our thanks, 1
now follows that you know young fortinbras, 1
holding a weak supposal of our worth, 1
or thinking by our late dear brother, 1
thinking by our late dear brother s, 1
by our late dear brother s death, 1
our state to be disjoint and out, 1
state to be disjoint and out of, 1
to be disjoint and out of frame, 1
colleagued with the dream of his advantage, 1
he hath not fail d to pester, 1
hath not fail d to pester us, 1
not fail d to pester us with, 1
fail d to pester us with message, 1
lost by his father with all bonds, 1
by his father with all bonds of, 1
his father with all bonds of law, 1
to our most valiant brother so much, 1
our most valiant brother so much for, 1
most valiant brother so much for him, 1
now for ourself and for this time, 1
for ourself and for this time of, 1
ourself and for this time of meeting, 1
thus much the business is we have, 1
much the business is we have here, 1
the business is we have here writ, 1
who impotent and bed rid scarcely hears, 1
of this his nephew s purpose to, 1
this his nephew s purpose to suppress, 1
his further gait herein in that the, 1
further gait herein in that the levies, 1
the lists and full proportions are all, 1
lists and full proportions are all made, 1
out of his subject and we here, 1
of his subject and we here dispatch, 1
for bearers of this greeting to old, 1
bearers of this greeting to old norway, 1
giving to you no further personal power, 1
to business with the king more than, 1
business with the king more than the, 1
with the king more than the scope, 1
farewell and let your haste commend your, 1
and let your haste commend your duty, 1
in that and all things will we, 1
that and all things will we show, 1
and all things will we show our, 1
all things will we show our duty, 1
and now laertes what s the news, 1
now laertes what s the news with, 1
laertes what s the news with you, 1
you told us of some suit what, 1
told us of some suit what is, 1
us of some suit what is t, 1
of some suit what is t laertes, 1
you cannot speak of reason to the, 1
cannot speak of reason to the dane, 1
and loose your voice what wouldst thou, 1
loose your voice what wouldst thou beg, 1
your voice what wouldst thou beg laertes, 1
that shall not be my offer not, 1
shall not be my offer not thy, 1
not be my offer not thy asking, 1
the head is not more native to, 1
head is not more native to the, 1
is not more native to the heart, 1
the hand more instrumental to the mouth, 1
than is the throne of denmark to, 1
is the throne of denmark to thy, 1
the throne of denmark to thy father, 1
your leave and favour to return to, 1
leave and favour to return to france, 1
from whence though willingly i came to, 1
whence though willingly i came to denmark, 1
to show my duty in your coronation, 1
yet now i must confess that duty, 1
now i must confess that duty done, 1
my thoughts and wishes bend again toward, 1
thoughts and wishes bend again toward france, 1
and bow them to your gracious leave, 1
bow them to your gracious leave and, 1
them to your gracious leave and pardon, 1
have you your father s leave what, 1
you your father s leave what says, 1
your father s leave what says polonius, 1
he hath my lord wrung from me, 1
hath my lord wrung from me my, 1
my lord wrung from me my slow, 1
lord wrung from me my slow leave, 1
upon his will i seal d my, 1
his will i seal d my hard, 1
will i seal d my hard consent, 1
i do beseech you give him leave, 1
do beseech you give him leave to, 1
beseech you give him leave to go, 1
take thy fair hour laertes time be, 1
thy fair hour laertes time be thine, 1
and thy best graces spend it at, 1
thy best graces spend it at thy, 1
best graces spend it at thy will, 1
but now my cousin hamlet and my, 1
now my cousin hamlet and my son, 1
aside a little more than kin and, 1
a little more than kin and less, 1
little more than kin and less than, 1
more than kin and less than kind, 1
how is it that the clouds still, 1
is it that the clouds still hang, 1
it that the clouds still hang on, 1
that the clouds still hang on you, 1
not so my lord i am too, 1
so my lord i am too much, 1
my lord i am too much i, 1
lord i am too much i the, 1
i am too much i the sun, 1
good hamlet cast thy nighted colour off, 1
and let thine eye look like a, 1
let thine eye look like a friend, 1
thine eye look like a friend on, 1
eye look like a friend on denmark, 1
do not for ever with thy vailed, 1
not for ever with thy vailed lids, 1
seek for thy noble father in the, 1
for thy noble father in the dust, 1
thou know st tis common all that, 1
know st tis common all that lives, 1
st tis common all that lives must, 1
tis common all that lives must die, 1
why seems it so particular with thee, 1
seems madam nay it is i know, 1
madam nay it is i know not, 1
nay it is i know not seems, 1
tis not alone my inky cloak good, 1
not alone my inky cloak good mother, 1
no nor the fruitful river in the, 1
nor the fruitful river in the eye, 1
nor the dejected havior of the visage, 1
together with all forms moods shapes of, 1
with all forms moods shapes of grief, 1
that can denote me truly these indeed, 1
can denote me truly these indeed seem, 1
for they are actions that a man, 1
they are actions that a man might, 1
are actions that a man might play, 1
but i have that within which passeth, 1
i have that within which passeth show, 1
these but the trappings and the suits, 1
but the trappings and the suits of, 1
the trappings and the suits of woe, 1
tis sweet and commendable in your nature, 1
sweet and commendable in your nature hamlet, 1
to give these mourning duties to your, 1
give these mourning duties to your father, 1
but you must know your father lost, 1
you must know your father lost a, 1
must know your father lost a father, 1
that father lost lost his and the, 1
father lost lost his and the survivor, 1
lost lost his and the survivor bound, 1
to do obsequious sorrow but to persever, 1
it shows a will most incorrect to, 1
shows a will most incorrect to heaven, 1
for what we know must be and, 1
what we know must be and is, 1
we know must be and is as, 1
know must be and is as common, 1
as any the most vulgar thing to, 1
any the most vulgar thing to sense, 1
why should we in our peevish opposition, 1
take it to heart fie tis a, 1
it to heart fie tis a fault, 1
to heart fie tis a fault to, 1
heart fie tis a fault to heaven, 1
a fault against the dead a fault, 1
fault against the dead a fault to, 1
against the dead a fault to nature, 1
to reason most absurd whose common theme, 1
is death of fathers and who still, 1
death of fathers and who still hath, 1
of fathers and who still hath cried, 1
from the first corse till he that, 1
the first corse till he that died, 1
first corse till he that died to, 1
corse till he that died to day, 1
this must be so we pray you, 1
must be so we pray you throw, 1
be so we pray you throw to, 1
so we pray you throw to earth, 1
this unprevailing woe and think of us, 1
as of a father for let the, 1
of a father for let the world, 1
a father for let the world take, 1
father for let the world take note, 1
you are the most immediate to our, 1
are the most immediate to our throne, 1
and with no less nobility of love, 1
than that which dearest father bears his, 1
that which dearest father bears his son, 1
do i impart toward you for your, 1
i impart toward you for your intent, 1
in going back to school in wittenberg, 1
it is most retrograde to our desire, 1
and we beseech you bend you to, 1
we beseech you bend you to remain, 1
here in the cheer and comfort of, 1
in the cheer and comfort of our, 1
the cheer and comfort of our eye, 1
our chiefest courtier cousin and our son, 1
let not thy mother lose her prayers, 1
not thy mother lose her prayers hamlet, 1
i pray thee stay with us go, 1
pray thee stay with us go not, 1
thee stay with us go not to, 1
stay with us go not to wittenberg, 1
i shall in all my best obey, 1
shall in all my best obey you, 1
in all my best obey you madam, 1
why tis a loving and a fair, 1
tis a loving and a fair reply, 1
be as ourself in denmark madam come, 1
this gentle and unforced accord of hamlet, 1
sits smiling to my heart in grace, 1
smiling to my heart in grace whereof, 1
no jocund health that denmark drinks to, 1
jocund health that denmark drinks to day, 1
but the great cannon to the clouds, 1
the great cannon to the clouds shall, 1
great cannon to the clouds shall tell, 1
and the king s rouse the heavens, 1
the king s rouse the heavens all, 1
king s rouse the heavens all bruit, 1
s rouse the heavens all bruit again, 1
o that this too too solid flesh, 1
that this too too solid flesh would, 1
this too too solid flesh would melt, 1
thaw and resolve itself into a dew, 1
or that the everlasting had not fix, 1
that the everlasting had not fix d, 1
his canon gainst self slaughter o god, 1
canon gainst self slaughter o god god, 1
seem to me all the uses of, 1
to me all the uses of this, 1
me all the uses of this world, 1
fie on t ah fie tis an, 1
on t ah fie tis an unweeded, 1
t ah fie tis an unweeded garden, 1
that grows to seed things rank and, 1
grows to seed things rank and gross, 1
to seed things rank and gross in, 1
seed things rank and gross in nature, 1
possess it merely that it should come, 1
it merely that it should come to, 1
merely that it should come to this, 1
but two months dead nay not so, 1
two months dead nay not so much, 1
months dead nay not so much not, 1
dead nay not so much not two, 1
so excellent a king that was to, 1
excellent a king that was to this, 1
hyperion to a satyr so loving to, 1
to a satyr so loving to my, 1
a satyr so loving to my mother, 1
that he might not beteem the winds, 1
he might not beteem the winds of, 1
might not beteem the winds of heaven, 1
visit her face too roughly heaven and, 1
her face too roughly heaven and earth, 1
must i remember why she would hang, 1
i remember why she would hang on, 1
remember why she would hang on him, 1
as if increase of appetite had grown, 1
by what it fed on and yet, 1
what it fed on and yet within, 1
it fed on and yet within a, 1
fed on and yet within a month, 1
let me not think on t frailty, 1
me not think on t frailty thy, 1
not think on t frailty thy name, 1
think on t frailty thy name is, 1
on t frailty thy name is woman, 1
a little month or ere those shoes, 1
little month or ere those shoes were, 1
month or ere those shoes were old, 1
with which she follow d my poor, 1
which she follow d my poor father, 1
she follow d my poor father s, 1
follow d my poor father s body, 1
like niobe all tears why she even, 1
niobe all tears why she even she, 1
o god a beast that wants discourse, 1
god a beast that wants discourse of, 1
a beast that wants discourse of reason, 1
would have mourn d longer married with, 1
have mourn d longer married with my, 1
mourn d longer married with my uncle, 1
my father s brother but no more, 1
father s brother but no more like, 1
s brother but no more like my, 1
brother but no more like my father, 1
than i to hercules within a month, 1
ere yet the salt of most unrighteous, 1
yet the salt of most unrighteous tears, 1
had left the flushing in her galled, 1
left the flushing in her galled eyes, 1
she married o most wicked speed to, 1
married o most wicked speed to post, 1
it is not nor it cannot come, 1
is not nor it cannot come to, 1
not nor it cannot come to good, 1
but break my heart for i must, 1
break my heart for i must hold, 1
my heart for i must hold my, 1
heart for i must hold my tongue, 1
i am glad to see you well, 1
the same my lord and your poor, 1
same my lord and your poor servant, 1
my lord and your poor servant ever, 1
sir my good friend i ll change, 1
my good friend i ll change that, 1
good friend i ll change that name, 1
friend i ll change that name with, 1
i ll change that name with you, 1
and what make you from wittenberg horatio, 1
what make you from wittenberg horatio marcellus, 1
i am very glad to see you, 1
am very glad to see you good, 1
very glad to see you good even, 1
glad to see you good even sir, 1
but what in faith make you from, 1
what in faith make you from wittenberg, 1
i would not hear your enemy say, 1
would not hear your enemy say so, 1
nor shall you do mine ear that, 1
shall you do mine ear that violence, 1
to make it truster of your own, 1
make it truster of your own report, 1
against yourself i know you are no, 1
yourself i know you are no truant, 1
but what is your affair in elsinore, 1
we ll teach you to drink deep, 1
ll teach you to drink deep ere, 1
teach you to drink deep ere you, 1
you to drink deep ere you depart, 1
my lord i came to see your, 1
lord i came to see your father, 1
i came to see your father s, 1
came to see your father s funeral, 1
i pray thee do not mock me, 1
pray thee do not mock me fellow, 1
thee do not mock me fellow student, 1
i think it was to see my, 1
think it was to see my mother, 1
it was to see my mother s, 1
was to see my mother s wedding, 1
indeed my lord it follow d hard, 1
my lord it follow d hard upon, 1
thrift thrift horatio the funeral baked meats, 1
did coldly furnish forth the marriage tables, 1
would i had met my dearest foe, 1
i had met my dearest foe in, 1
had met my dearest foe in heaven, 1
or ever i had seen that day, 1
ever i had seen that day horatio, 1
my father methinks i see my father, 1
i saw him once he was a, 1
saw him once he was a goodly, 1
him once he was a goodly king, 1
he was a man take him for, 1
was a man take him for all, 1
a man take him for all in, 1
man take him for all in all, 1
i shall not look upon his like, 1
shall not look upon his like again, 1
my lord i think i saw him, 1
lord i think i saw him yesternight, 1
with an attent ear till i may, 1
an attent ear till i may deliver, 1
for god s love let me hear, 1
in the dead vast and middle of, 1
the dead vast and middle of the, 1
dead vast and middle of the night, 1
been thus encounter d a figure like, 1
thus encounter d a figure like your, 1
encounter d a figure like your father, 1
armed at point exactly cap a pe, 1
appears before them and with solemn march, 1
goes slow and stately by them thrice, 1
slow and stately by them thrice he, 1
and stately by them thrice he walk, 1
stately by them thrice he walk d, 1
by their oppress d and fear surprised, 1
their oppress d and fear surprised eyes, 1
within his truncheon s length whilst they, 1
his truncheon s length whilst they distilled, 1
almost to jelly with the act of, 1
to jelly with the act of fear, 1
stand dumb and speak not to him, 1
dumb and speak not to him this, 1
and speak not to him this to, 1
speak not to him this to me, 1
and i with them the third night, 1
i with them the third night kept, 1
with them the third night kept the, 1
them the third night kept the watch, 1
where as they had deliver d both, 1
as they had deliver d both in, 1
they had deliver d both in time, 1
form of the thing each word made, 1
of the thing each word made true, 1
the thing each word made true and, 1
thing each word made true and good, 1
the apparition comes i knew your father, 1
my lord upon the platform where we, 1
lord upon the platform where we watch, 1
upon the platform where we watch d, 1
but answer made it none yet once, 1
answer made it none yet once methought, 1
it lifted up its head and did, 1
lifted up its head and did address, 1
itself to motion like as it would, 1
to motion like as it would speak, 1
but even then the morning cock crew, 1
even then the morning cock crew loud, 1
and at the sound it shrunk in, 1
at the sound it shrunk in haste, 1
the sound it shrunk in haste away, 1
as i do live my honour d, 1
i do live my honour d lord, 1
do live my honour d lord tis, 1
live my honour d lord tis true, 1
and we did think it writ down, 1
we did think it writ down in, 1
did think it writ down in our, 1
think it writ down in our duty, 1
indeed indeed sirs but this troubles me, 1
o yes my lord he wore his, 1
yes my lord he wore his beaver, 1
my lord he wore his beaver up, 1
a countenance more in sorrow than in, 1
countenance more in sorrow than in anger, 1
and fix d his eyes upon you, 1
very like very like stay d it, 1
like very like stay d it long, 1
while one with moderate haste might tell, 1
one with moderate haste might tell a, 1
with moderate haste might tell a hundred, 1
it was as i have seen it, 1
was as i have seen it in, 1
as i have seen it in his, 1
i have seen it in his life, 1
if it assume my noble father s, 1
it assume my noble father s person, 1
i ll speak to it though hell, 1
ll speak to it though hell itself, 1
speak to it though hell itself should, 1
to it though hell itself should gape, 1
and bid me hold my peace i, 1
bid me hold my peace i pray, 1
me hold my peace i pray you, 1
hold my peace i pray you all, 1
if you have hitherto conceal d this, 1
you have hitherto conceal d this sight, 1
let it be tenable in your silence, 1
it be tenable in your silence still, 1
and whatsoever else shall hap to night, 1
give it an understanding but no tongue, 1
i will requite your loves so fare, 1
will requite your loves so fare you, 1
requite your loves so fare you well, 1
upon the platform twixt eleven and twelve, 1
your loves as mine to you farewell, 1
my father s spirit in arms all, 1
father s spirit in arms all is, 1
s spirit in arms all is not, 1
spirit in arms all is not well, 1
i doubt some foul play would the, 1
doubt some foul play would the night, 1
some foul play would the night were, 1
foul play would the night were come, 1
till then sit still my soul foul, 1
then sit still my soul foul deeds, 1
sit still my soul foul deeds will, 1
still my soul foul deeds will rise, 1
though all the earth o erwhelm them, 1
all the earth o erwhelm them to, 1
the earth o erwhelm them to men, 1
earth o erwhelm them to men s, 1
o erwhelm them to men s eyes, 1
scene iii a room in polonius house, 1
and sister as the winds give benefit, 1
and convoy is assistant do not sleep, 1
for hamlet and the trifling of his, 1
hamlet and the trifling of his favour, 1
hold it a fashion and a toy, 1
it a fashion and a toy in, 1
a fashion and a toy in blood, 1
a violet in the youth of primy, 1
violet in the youth of primy nature, 1
the perfume and suppliance of a minute, 1
perfume and suppliance of a minute no, 1
and suppliance of a minute no more, 1
for nature crescent does not grow alone, 1
in thews and bulk but as this, 1
thews and bulk but as this temple, 1
and bulk but as this temple waxes, 1
the inward service of the mind and, 1
inward service of the mind and soul, 1
grows wide withal perhaps he loves you, 1
wide withal perhaps he loves you now, 1
and now no soil nor cautel doth, 1
now no soil nor cautel doth besmirch, 1
the virtue of his will but you, 1
virtue of his will but you must, 1
of his will but you must fear, 1
his greatness weigh d his will is, 1
greatness weigh d his will is not, 1
weigh d his will is not his, 1
d his will is not his own, 1
for he himself is subject to his, 1
he himself is subject to his birth, 1
he may not as unvalued persons do, 1
carve for himself for on his choice, 1
for himself for on his choice depends, 1
the safety and health of this whole, 1
safety and health of this whole state, 1
and therefore must his choice be circumscribed, 1
unto the voice and yielding of that, 1
the voice and yielding of that body, 1
whereof he is the head then if, 1
he is the head then if he, 1
is the head then if he says, 1
the head then if he says he, 1
head then if he says he loves, 1
then if he says he loves you, 1
it fits your wisdom so far to, 1
fits your wisdom so far to believe, 1
your wisdom so far to believe it, 1
as he in his particular act and, 1
he in his particular act and place, 1
may give his saying deed which is, 1
give his saying deed which is no, 1
his saying deed which is no further, 1
than the main voice of denmark goes, 1
the main voice of denmark goes withal, 1
then weigh what loss your honour may, 1
weigh what loss your honour may sustain, 1
if with too credent ear you list, 1
with too credent ear you list his, 1
too credent ear you list his songs, 1
or lose your heart or your chaste, 1
lose your heart or your chaste treasure, 1
your heart or your chaste treasure open, 1
fear it ophelia fear it my dear, 1
it ophelia fear it my dear sister, 1
and keep you in the rear of, 1
keep you in the rear of your, 1
you in the rear of your affection, 1
out of the shot and danger of, 1
of the shot and danger of desire, 1
if she unmask her beauty to the, 1
she unmask her beauty to the moon, 1
the canker galls the infants of the, 1
canker galls the infants of the spring, 1
too oft before their buttons be disclosed, 1
and in the morn and liquid dew, 1
in the morn and liquid dew of, 1
the morn and liquid dew of youth, 1
be wary then best safety lies in, 1
wary then best safety lies in fear, 1
youth to itself rebels though none else, 1
to itself rebels though none else near, 1
i shall the effect of this good, 1
shall the effect of this good lesson, 1
the effect of this good lesson keep, 1
as watchman to my heart but good, 1
watchman to my heart but good my, 1
to my heart but good my brother, 1
do not as some ungracious pastors do, 1
show me the steep and thorny way, 1
me the steep and thorny way to, 1
the steep and thorny way to heaven, 1
whiles like a puff d and reckless, 1
like a puff d and reckless libertine, 1
himself the primrose path of dalliance treads, 1
i stay too long but here my, 1
stay too long but here my father, 1
too long but here my father comes, 1
a double blessing is a double grace, 1
yet here laertes aboard aboard for shame, 1
the wind sits in the shoulder of, 1
wind sits in the shoulder of your, 1
sits in the shoulder of your sail, 1
and you are stay d for there, 1
you are stay d for there my, 1
are stay d for there my blessing, 1
stay d for there my blessing with, 1
d for there my blessing with thee, 1
and these few precepts in thy memory, 1
see thou character give thy thoughts no, 1
thou character give thy thoughts no tongue, 1
be thou familiar but by no means, 1
