6-gram, count
to this document you can t, 1
this document you can t quit, 1
document you can t quit ever, 1
you can t quit ever therefore, 1
can t quit ever therefore i, 1
t quit ever therefore i have, 1
quit ever therefore i have a, 1
little job i know you ll, 1
job i know you ll enjoy, 1
i know you ll enjoy repair, 1
know you ll enjoy repair job, 1
you ll enjoy repair job the, 1
ll enjoy repair job the centauri, 1
enjoy repair job the centauri beacon, 1
repair job the centauri beacon has, 1
job the centauri beacon has shut, 1
down it s a mark iii, 1
it s a mark iii beacon, 1
what kind of beacon i asked, 1
kind of beacon i asked him, 1
of beacon i asked him i, 1
beacon i asked him i have, 1
i asked him i have repaired, 1
asked him i have repaired hyperspace, 1
him i have repaired hyperspace beacons, 1
from one arm of the galaxy, 1
one arm of the galaxy to, 1
arm of the galaxy to the, 1
of the galaxy to the other, 1
the galaxy to the other and, 1
galaxy to the other and was, 1
to the other and was sure, 1
the other and was sure i, 1
other and was sure i had, 1
and was sure i had worked, 1
was sure i had worked on, 1
every type or model made but, 1
type or model made but i, 1
or model made but i had, 1
model made but i had never, 1
made but i had never heard, 1
but i had never heard of, 1
i had never heard of this, 1
had never heard of this kind, 1
mark iii the old man repeated, 1
iii the old man repeated practically, 1
the old man repeated practically chortling, 1
old man repeated practically chortling i, 1
man repeated practically chortling i never, 1
repeated practically chortling i never heard, 1
of it either until records dug, 1
it either until records dug up, 1
either until records dug up the, 1
until records dug up the specs, 1
records dug up the specs they, 1
dug up the specs they found, 1
up the specs they found them, 1
the specs they found them buried, 1
specs they found them buried in, 1
the back of their oldest warehouse, 1
back of their oldest warehouse this, 1
of their oldest warehouse this was, 1
their oldest warehouse this was the, 1
oldest warehouse this was the earliest, 1
warehouse this was the earliest type, 1
this was the earliest type of, 1
was the earliest type of beacon, 1
ever built by earth no less, 1
built by earth no less considering, 1
by earth no less considering its, 1
earth no less considering its location, 1
no less considering its location on, 1
less considering its location on one, 1
considering its location on one of, 1
its location on one of the, 1
proxima centauri planets it might very, 1
centauri planets it might very well, 1
planets it might very well be, 1
it might very well be the, 1
might very well be the first, 1
very well be the first beacon, 1
i looked at the blueprints he, 1
looked at the blueprints he handed, 1
at the blueprints he handed me, 1
the blueprints he handed me and, 1
blueprints he handed me and felt, 1
he handed me and felt my, 1
handed me and felt my eyes, 1
me and felt my eyes glaze, 1
and felt my eyes glaze with, 1
horror it s a monstrosity it, 1
it s a monstrosity it looks, 1
s a monstrosity it looks more, 1
a monstrosity it looks more like, 1
monstrosity it looks more like a, 1
it looks more like a distillery, 1
looks more like a distillery than, 1
more like a distillery than a, 1
beacon must be at least a, 1
must be at least a few, 1
be at least a few hundred, 1
at least a few hundred meters, 1
least a few hundred meters high, 1
a few hundred meters high i, 1
few hundred meters high i m, 1
hundred meters high i m a, 1
meters high i m a repairman, 1
high i m a repairman not, 1
an archeologist this pile of junk, 1
archeologist this pile of junk is, 1
this pile of junk is over, 1
pile of junk is over years, 1
of junk is over years old, 1
junk is over years old just, 1
is over years old just forget, 1
about it and build a new, 1
it and build a new one, 1
the old man leaned over his, 1
old man leaned over his desk, 1
man leaned over his desk breathing, 1
leaned over his desk breathing into, 1
over his desk breathing into my, 1
his desk breathing into my face, 1
desk breathing into my face it, 1
breathing into my face it would, 1
into my face it would take, 1
a year to install a new, 1
year to install a new beacon, 1
to install a new beacon besides, 1
install a new beacon besides being, 1
a new beacon besides being too, 1
new beacon besides being too expensive, 1
beacon besides being too expensive and, 1
besides being too expensive and this, 1
relic is on one of the, 1
is on one of the main, 1
on one of the main routes, 1
one of the main routes we, 1
of the main routes we have, 1
the main routes we have ships, 1
main routes we have ships making, 1
he leaned back wiped his hands, 1
leaned back wiped his hands on, 1
back wiped his hands on his, 1
wiped his hands on his handkerchief, 1
his hands on his handkerchief and, 1
hands on his handkerchief and gave, 1
on his handkerchief and gave me, 1
his handkerchief and gave me lecture, 1
forty four on company duty and, 1
four on company duty and my, 1
on company duty and my troubles, 1
this department is officially called maintenance, 1
department is officially called maintenance and, 1
is officially called maintenance and repair, 1
officially called maintenance and repair when, 1
called maintenance and repair when it, 1
really should be called trouble shooting, 1
should be called trouble shooting hyperspace, 1
be called trouble shooting hyperspace beacons, 1
called trouble shooting hyperspace beacons are, 1
trouble shooting hyperspace beacons are made, 1
shooting hyperspace beacons are made to, 1
last forever or damn close to, 1
forever or damn close to it, 1
or damn close to it when, 1
damn close to it when one, 1
close to it when one of, 1
to it when one of them, 1
it when one of them breaks, 1
when one of them breaks down, 1
one of them breaks down it, 1
of them breaks down it is, 1
never an accident and repairing the, 1
an accident and repairing the thing, 1
accident and repairing the thing is, 1
and repairing the thing is never, 1
repairing the thing is never a, 1
the thing is never a matter, 1
thing is never a matter of, 1
is never a matter of just, 1
he was telling me the guy, 1
was telling me the guy who, 1
telling me the guy who did, 1
me the guy who did the, 1
the guy who did the job, 1
guy who did the job while, 1
who did the job while he, 1
did the job while he sat, 1
the job while he sat back, 1
job while he sat back on, 1
while he sat back on his, 1
fat paycheck in an air conditioned, 1
paycheck in an air conditioned office, 1
he rambled on how i wish, 1
rambled on how i wish that, 1
on how i wish that were, 1
how i wish that were all, 1
i wish that were all it, 1
wish that were all it took, 1
that were all it took i, 1
were all it took i would, 1
all it took i would have, 1
it took i would have a, 1
took i would have a fleet, 1
of parts ships and junior mechanics, 1
parts ships and junior mechanics to, 1
ships and junior mechanics to install, 1
and junior mechanics to install them, 1
junior mechanics to install them but, 1
mechanics to install them but its, 1
to install them but its not, 1
install them but its not like, 1
that at all i have a, 1
at all i have a fleet, 1
all i have a fleet of, 1
i have a fleet of expensive, 1
have a fleet of expensive ships, 1
a fleet of expensive ships that, 1
fleet of expensive ships that are, 1
of expensive ships that are equipped, 1
expensive ships that are equipped to, 1
ships that are equipped to do, 1
almost anything manned by a bunch, 1
anything manned by a bunch of, 1
manned by a bunch of irresponsibles, 1
by a bunch of irresponsibles like, 1
a bunch of irresponsibles like you, 1
i nodded moodily at his pointing, 1
nodded moodily at his pointing finger, 1
how i wish i could fire, 1
i wish i could fire you, 1
wish i could fire you all, 1
i could fire you all combination, 1
could fire you all combination space, 1
fire you all combination space jockeys, 1
you all combination space jockeys mechanics, 1
engineers soldiers con men and anything, 1
soldiers con men and anything else, 1
con men and anything else it, 1
men and anything else it takes, 1
and anything else it takes to, 1
anything else it takes to do, 1
else it takes to do the, 1
repairs i have to browbeat bribe, 1
i have to browbeat bribe blackmail, 1
have to browbeat bribe blackmail and, 1
to browbeat bribe blackmail and bulldoze, 1
browbeat bribe blackmail and bulldoze you, 1
bribe blackmail and bulldoze you thugs, 1
into doing a simple job if, 1
doing a simple job if you, 1
a simple job if you think, 1
simple job if you think you, 1
job if you think you re, 1
if you think you re fed, 1
you think you re fed up, 1
think you re fed up just, 1
you re fed up just think, 1
re fed up just think how, 1
fed up just think how i, 1
feel but the ships must go, 1
but the ships must go through, 1
the ships must go through the, 1
ships must go through the beacons, 1
must go through the beacons must, 1
go through the beacons must operate, 1
i recognized this deathless line as, 1
recognized this deathless line as the, 1
this deathless line as the curtain, 1
deathless line as the curtain speech, 1
line as the curtain speech and, 1
as the curtain speech and crawled, 1
the curtain speech and crawled to, 1
curtain speech and crawled to my, 1
feet he threw the mark iii, 1
he threw the mark iii file, 1
threw the mark iii file at, 1
the mark iii file at me, 1
mark iii file at me and, 1
iii file at me and went, 1
file at me and went back, 1
at me and went back to, 1
me and went back to scratching, 1
and went back to scratching in, 1
his papers just as i reached, 1
papers just as i reached the, 1
just as i reached the door, 1
as i reached the door he, 1
i reached the door he looked, 1
reached the door he looked up, 1
the door he looked up and, 1
door he looked up and impaled, 1
he looked up and impaled me, 1
looked up and impaled me on, 1
and don t get any fancy, 1
don t get any fancy ideas, 1
t get any fancy ideas about, 1
get any fancy ideas about jumping, 1
any fancy ideas about jumping your, 1
fancy ideas about jumping your contract, 1
ideas about jumping your contract we, 1
about jumping your contract we can, 1
attach that bank account of yours, 1
that bank account of yours on, 1
bank account of yours on algol, 1
account of yours on algol ii, 1
of yours on algol ii long, 1
yours on algol ii long before, 1
on algol ii long before you, 1
algol ii long before you could, 1
ii long before you could draw, 1
i smiled a little weakly i, 1
smiled a little weakly i m, 1
a little weakly i m afraid, 1
little weakly i m afraid as, 1
weakly i m afraid as if, 1
i m afraid as if i, 1
m afraid as if i had, 1
afraid as if i had never, 1
as if i had never meant, 1
if i had never meant to, 1
i had never meant to keep, 1
that account a secret his spies, 1
account a secret his spies were, 1
a secret his spies were getting, 1
secret his spies were getting more, 1
his spies were getting more efficient, 1
spies were getting more efficient every, 1
were getting more efficient every day, 1
walking down the hall i tried, 1
down the hall i tried to, 1
the hall i tried to figure, 1
hall i tried to figure a, 1
i tried to figure a way, 1
tried to figure a way to, 1
to figure a way to transfer, 1
figure a way to transfer the, 1
a way to transfer the money, 1
without his catching on and knew, 1
his catching on and knew at, 1
catching on and knew at the, 1
on and knew at the same, 1
and knew at the same time, 1
knew at the same time he, 1
at the same time he was, 1
the same time he was figuring, 1
same time he was figuring a, 1
time he was figuring a way, 1
it was all very depressing so, 1
was all very depressing so i, 1
all very depressing so i stopped, 1
very depressing so i stopped for, 1
depressing so i stopped for a, 1
so i stopped for a drink, 1
i stopped for a drink then, 1
stopped for a drink then went, 1
for a drink then went on, 1
a drink then went on to, 1
by the time the ship was, 1
the time the ship was serviced, 1
time the ship was serviced i, 1
the ship was serviced i had, 1
ship was serviced i had a, 1
was serviced i had a course, 1
serviced i had a course charted, 1
i had a course charted the, 1
had a course charted the nearest, 1
beacon to the broken down proxima, 1
to the broken down proxima centauri, 1
the broken down proxima centauri beacon, 1
broken down proxima centauri beacon was, 1
down proxima centauri beacon was on, 1
proxima centauri beacon was on one, 1
centauri beacon was on one of, 1
beacon was on one of the, 1
planets of beta circinus and i, 1
of beta circinus and i headed, 1
beta circinus and i headed there, 1
circinus and i headed there first, 1
and i headed there first a, 1
i headed there first a short, 1
headed there first a short trip, 1
there first a short trip of, 1
first a short trip of only, 1
to understand the importance of the, 1
understand the importance of the beacons, 1
the importance of the beacons you, 1
importance of the beacons you have, 1
of the beacons you have to, 1
the beacons you have to understand, 1
hyperspace not that many people do, 1
not that many people do but, 1
that many people do but it, 1
many people do but it is, 1
people do but it is easy, 1
do but it is easy enough, 1
but it is easy enough to, 1
it is easy enough to understand, 1
that in this non space the, 1
in this non space the regular, 1
this non space the regular rules, 1
non space the regular rules don, 1
space the regular rules don t, 1
the regular rules don t apply, 1
regular rules don t apply speed, 1
rules don t apply speed and, 1
measurements are a matter of relationship, 1
are a matter of relationship not, 1
a matter of relationship not constant, 1
matter of relationship not constant facts, 1
of relationship not constant facts like, 1
relationship not constant facts like the, 1
the first ships to enter hyperspace, 1
first ships to enter hyperspace had, 1
ships to enter hyperspace had no, 1
to enter hyperspace had no place, 1
enter hyperspace had no place to, 1
hyperspace had no place to go, 1
had no place to go and, 1
no place to go and no, 1
place to go and no way, 1
to go and no way to, 1
even tell if they had moved, 1
tell if they had moved the, 1
if they had moved the beacons, 1
they had moved the beacons solved, 1
had moved the beacons solved that, 1
moved the beacons solved that problem, 1
the beacons solved that problem and, 1
beacons solved that problem and opened, 1
the entire universe they are built, 1
entire universe they are built on, 1
universe they are built on planets, 1
they are built on planets and, 1
are built on planets and generate, 1
built on planets and generate tremendous, 1
amounts of power this power is, 1
of power this power is turned, 1
power this power is turned into, 1
this power is turned into radiation, 1
power is turned into radiation that, 1
is turned into radiation that is, 1
turned into radiation that is punched, 1
through into hyperspace every beacon has, 1
into hyperspace every beacon has a, 1
hyperspace every beacon has a code, 1
every beacon has a code signal, 1
beacon has a code signal as, 1
has a code signal as part, 1
a code signal as part of, 1
code signal as part of its, 1
radiation and represents a measurable point, 1
and represents a measurable point in, 1
represents a measurable point in hyperspace, 1
a measurable point in hyperspace triangulation, 1
and quadrature of the beacons works, 1
quadrature of the beacons works for, 1
of the beacons works for navigation, 1
the beacons works for navigation only, 1
beacons works for navigation only it, 1
works for navigation only it follows, 1
for navigation only it follows its, 1
own rules the rules are complex, 1
rules the rules are complex and, 1
the rules are complex and variable, 1
rules are complex and variable but, 1
are complex and variable but they, 1
complex and variable but they are, 1
and variable but they are still, 1
variable but they are still rules, 1
for a hyperspace jump you need, 1
a hyperspace jump you need at, 1
hyperspace jump you need at least, 1
jump you need at least four, 1
you need at least four beacons, 1
need at least four beacons for, 1
at least four beacons for an, 1
least four beacons for an accurate, 1
fix for long jumps navigators use, 1
for long jumps navigators use as, 1
long jumps navigators use as many, 1
jumps navigators use as many as, 1
navigators use as many as seven, 1
use as many as seven or, 1
as many as seven or eight, 1
many as seven or eight so, 1
as seven or eight so every, 1
beacon is important and every one, 1
is important and every one has, 1
important and every one has to, 1
and every one has to keep, 1
every one has to keep operating, 1
one has to keep operating that, 1
has to keep operating that is, 1
to keep operating that is where, 1
keep operating that is where i, 1
and the other trouble shooters came, 1
the other trouble shooters came in, 1
we travel in well stocked ships, 1
travel in well stocked ships that, 1
in well stocked ships that carry, 1
well stocked ships that carry a, 1
stocked ships that carry a little, 1
ships that carry a little bit, 1
that carry a little bit of, 1
carry a little bit of everything, 1
only one man to a ship, 1
one man to a ship because, 1
man to a ship because that, 1
to a ship because that is, 1
a ship because that is all, 1
ship because that is all it, 1
because that is all it takes, 1
that is all it takes to, 1
is all it takes to operate, 1
all it takes to operate the, 1
overly efficient repair machinery due to, 1
efficient repair machinery due to the, 1
repair machinery due to the very, 1
machinery due to the very nature, 1
due to the very nature of, 1
to the very nature of our, 1
the very nature of our job, 1
very nature of our job we, 1
spend most of our time just, 1
most of our time just rocketing, 1
of our time just rocketing through, 1
our time just rocketing through normal, 1
time just rocketing through normal space, 1
just rocketing through normal space after, 1
rocketing through normal space after all, 1
when a beacon breaks down how, 1
a beacon breaks down how do, 1
beacon breaks down how do you, 1
breaks down how do you find, 1
down how do you find it, 1
not through hyperspace all you can, 1
through hyperspace all you can do, 1
hyperspace all you can do is, 1
all you can do is approach, 1
you can do is approach as, 1
can do is approach as close, 1
do is approach as close as, 1
is approach as close as you, 1
approach as close as you can, 1
by using other beacons then finish, 1
using other beacons then finish the, 1
other beacons then finish the trip, 1
beacons then finish the trip in, 1
then finish the trip in normal, 1
finish the trip in normal space, 1
the trip in normal space this, 1
trip in normal space this can, 1
this job didn t turn out, 1
job didn t turn out to, 1
didn t turn out to be, 1
t turn out to be quite, 1
turn out to be quite that, 1
out to be quite that bad, 1
to be quite that bad i, 1
be quite that bad i zeroed, 1
quite that bad i zeroed on, 1
that bad i zeroed on the, 1
bad i zeroed on the beta, 1
circinus beacon and ran a complicated, 1
beacon and ran a complicated eight, 1
and ran a complicated eight point, 1
ran a complicated eight point problem, 1
a complicated eight point problem through, 1
complicated eight point problem through the, 1
navigator using every beacon i could, 1
using every beacon i could get, 1
every beacon i could get an, 1
beacon i could get an accurate, 1
i could get an accurate fix, 1
could get an accurate fix on, 1
get an accurate fix on the, 1
computer gave me a course with, 1
gave me a course with an, 1
me a course with an estimated, 1
a course with an estimated point, 1
course with an estimated point of, 1
with an estimated point of arrival, 1
an estimated point of arrival as, 1
estimated point of arrival as well, 1
point of arrival as well as, 1
a built in safety factor i, 1
built in safety factor i never, 1
in safety factor i never could, 1
safety factor i never could eliminate, 1
factor i never could eliminate from, 1
i never could eliminate from the, 1
never could eliminate from the machine, 1
i would much rather take a, 1
would much rather take a chance, 1
much rather take a chance of, 1
rather take a chance of breaking, 1
take a chance of breaking through, 1
a chance of breaking through near, 1
chance of breaking through near some, 1
of breaking through near some star, 1
than spend time just barreling through, 1
spend time just barreling through normal, 1
time just barreling through normal space, 1
just barreling through normal space but, 1
barreling through normal space but apparently, 1
through normal space but apparently tech, 1
knows this too they had a, 1
this too they had a safety, 1
too they had a safety factor, 1
they had a safety factor built, 1
had a safety factor built into, 1
a safety factor built into the, 1
safety factor built into the computer, 1
factor built into the computer so, 1
built into the computer so you, 1
couldn t end up inside a, 1
t end up inside a star, 1
end up inside a star no, 1
up inside a star no matter, 1
inside a star no matter how, 1
a star no matter how hard, 1
star no matter how hard you, 1
no matter how hard you tried, 1
matter how hard you tried i, 1
how hard you tried i m, 1
hard you tried i m sure, 1
there was no humaneness in this, 1
was no humaneness in this decision, 1
no humaneness in this decision they, 1
humaneness in this decision they just, 1
in this decision they just didn, 1
this decision they just didn t, 1
decision they just didn t want, 1
they just didn t want to, 1
just didn t want to lose, 1
it was a twenty hour jump, 1
was a twenty hour jump ship, 1
a twenty hour jump ship s, 1
twenty hour jump ship s time, 1
hour jump ship s time and, 1
jump ship s time and i, 1
ship s time and i came, 1
s time and i came through, 1
time and i came through in, 1
and i came through in the, 1
i came through in the middle, 1
of nowhere the robot analyzer chuckled, 1
nowhere the robot analyzer chuckled to, 1
the robot analyzer chuckled to itself, 1
robot analyzer chuckled to itself and, 1
analyzer chuckled to itself and scanned, 1
chuckled to itself and scanned all, 1
to itself and scanned all the, 1
stars comparing them to the spectra, 1
comparing them to the spectra of, 1
them to the spectra of proxima, 1
to the spectra of proxima centauri, 1
the spectra of proxima centauri it, 1
spectra of proxima centauri it finally, 1
rang a bell and blinked a, 1
a bell and blinked a light, 1
bell and blinked a light i, 1
and blinked a light i peeped, 1
blinked a light i peeped through, 1
a light i peeped through the, 1
light i peeped through the eyepiece, 1
a fast reading with the photocell, 1
fast reading with the photocell gave, 1
reading with the photocell gave me, 1
with the photocell gave me the, 1
the photocell gave me the apparent, 1
photocell gave me the apparent magnitude, 1
gave me the apparent magnitude and, 1
me the apparent magnitude and a, 1
comparison with its absolute magnitude showed, 1
with its absolute magnitude showed its, 1
its absolute magnitude showed its distance, 1
absolute magnitude showed its distance not, 1
magnitude showed its distance not as, 1
showed its distance not as bad, 1
as i had thought a six, 1
i had thought a six week, 1
had thought a six week run, 1
thought a six week run give, 1
a six week run give or, 1
six week run give or take, 1
week run give or take a, 1
run give or take a few, 1
give or take a few days, 1
or take a few days after, 1
take a few days after feeding, 1
a course tape into the robot, 1
course tape into the robot pilot, 1
tape into the robot pilot i, 1
into the robot pilot i strapped, 1
the robot pilot i strapped into, 1
robot pilot i strapped into the, 1
pilot i strapped into the acceleration, 1
the time went fast i rebuilt, 1
time went fast i rebuilt my, 1
went fast i rebuilt my camera, 1
fast i rebuilt my camera for, 1
i rebuilt my camera for about, 1
rebuilt my camera for about the, 1
my camera for about the twentieth, 1
camera for about the twentieth time, 1
for about the twentieth time and, 1
just about finished a correspondence course, 1
about finished a correspondence course in, 1
finished a correspondence course in nucleonics, 1
a correspondence course in nucleonics most, 1
repairmen take these courses besides their, 1
take these courses besides their always, 1
these courses besides their always coming, 1
courses besides their always coming in, 1
besides their always coming in handy, 1
their always coming in handy the, 1
company grades your pay by the, 1
grades your pay by the number, 1
your pay by the number of, 1
pay by the number of specialties, 1
by the number of specialties you, 1
the number of specialties you can, 1
number of specialties you can handle, 1
of specialties you can handle all, 1
this with some oil painting and, 1
with some oil painting and free, 1
some oil painting and free fall, 1
oil painting and free fall workouts, 1
painting and free fall workouts in, 1
and free fall workouts in the, 1
free fall workouts in the gym, 1
fall workouts in the gym passed, 1
the time i was asleep when, 1
time i was asleep when the, 1
i was asleep when the alarm, 1
was asleep when the alarm went, 1
asleep when the alarm went off, 1
when the alarm went off that, 1
the alarm went off that announced, 1
alarm went off that announced planetary, 1
planet two where the beacon was, 1
two where the beacon was situated, 1
where the beacon was situated according, 1
the beacon was situated according to, 1
beacon was situated according to the, 1
was situated according to the old, 1
situated according to the old charts, 1
was a mushy looking wet kind, 1
a mushy looking wet kind of, 1
mushy looking wet kind of globe, 1
looking wet kind of globe i, 1
wet kind of globe i tried, 1
kind of globe i tried to, 1
of globe i tried to make, 1
globe i tried to make sense, 1
i tried to make sense out, 1
tried to make sense out of, 1
the ancient directions and finally located, 1
ancient directions and finally located the, 1
directions and finally located the right, 1
and finally located the right area, 1
finally located the right area staying, 1
outside the atmosphere i sent a, 1
the atmosphere i sent a flying, 1
atmosphere i sent a flying eye, 1
i sent a flying eye down, 1
sent a flying eye down to, 1
a flying eye down to look, 1
flying eye down to look things, 1
eye down to look things over, 1
down to look things over in, 1
this business you learn early when, 1
business you learn early when and, 1
you learn early when and where, 1
learn early when and where to, 1
early when and where to risk, 1
when and where to risk your, 1
and where to risk your own, 1
where to risk your own skin, 1
to risk your own skin the, 1
eye would be good enough for, 1
would be good enough for the, 1
be good enough for the preliminary, 1
good enough for the preliminary survey, 1
the old boys had enough brains, 1
old boys had enough brains to, 1
boys had enough brains to choose, 1
had enough brains to choose a, 1
enough brains to choose a traceable, 1
brains to choose a traceable site, 1
to choose a traceable site for, 1
choose a traceable site for the, 1
beacon equidistant on a line between, 1
equidistant on a line between two, 1
on a line between two of, 1
a line between two of the, 1
line between two of the most, 1
between two of the most prominent, 1
two of the most prominent mountain, 1
peaks i located the peaks easily, 1
i located the peaks easily enough, 1
located the peaks easily enough and, 1
the peaks easily enough and started, 1
peaks easily enough and started the, 1
easily enough and started the eye, 1
enough and started the eye out, 1
and started the eye out from, 1
the first peak and kept it, 1
first peak and kept it on, 1
peak and kept it on a, 1
and kept it on a course, 1
kept it on a course directly, 1
it on a course directly toward, 1
on a course directly toward the, 1
a course directly toward the second, 1
course directly toward the second there, 1
was a nose and tail radar, 1
a nose and tail radar in, 1
nose and tail radar in the, 1
and tail radar in the eye, 1
tail radar in the eye and, 1
radar in the eye and i, 1
in the eye and i fed, 1
the eye and i fed their, 1
eye and i fed their signals, 1
and i fed their signals into, 1
i fed their signals into a, 1
scope as an amplitude curve when, 1
as an amplitude curve when the, 1
an amplitude curve when the two, 1
amplitude curve when the two peaks, 1
curve when the two peaks coincided, 1
when the two peaks coincided i, 1
the two peaks coincided i spun, 1
two peaks coincided i spun the, 1
eye controls and dived the thing, 1
controls and dived the thing down, 1
i cut out the radar and, 1
cut out the radar and cut, 1
out the radar and cut in, 1
the radar and cut in the, 1
radar and cut in the nose, 1
and cut in the nose orthicon, 1
cut in the nose orthicon and, 1
in the nose orthicon and sat, 1
the nose orthicon and sat back, 1
nose orthicon and sat back to, 1
orthicon and sat back to watch, 1
the beacon appear on the screen, 1
the image blinked focused and a, 1
image blinked focused and a great, 1
blinked focused and a great damn, 1
focused and a great damn pyramid, 1
and a great damn pyramid swam, 1
a great damn pyramid swam into, 1
great damn pyramid swam into view, 1
damn pyramid swam into view i, 1
cursed and wheeled the eye in, 1
and wheeled the eye in circles, 1
wheeled the eye in circles scanning, 1
the eye in circles scanning the, 1
eye in circles scanning the surrounding, 1
in circles scanning the surrounding country, 1
it was flat marshy bottom land, 1
was flat marshy bottom land without, 1
flat marshy bottom land without a, 1
marshy bottom land without a bump, 1
bottom land without a bump the, 1
land without a bump the only, 1
without a bump the only thing, 1
a bump the only thing in, 1
bump the only thing in a, 1
ten mile circle was this pyramid, 1
mile circle was this pyramid and, 1
circle was this pyramid and that, 1
was this pyramid and that definitely, 1
this pyramid and that definitely wasn, 1
pyramid and that definitely wasn t, 1
and that definitely wasn t my, 1
that definitely wasn t my beacon, 1
i dived the eye lower the, 1
dived the eye lower the pyramid, 1
the eye lower the pyramid was, 1
eye lower the pyramid was a, 1
lower the pyramid was a crude, 1
the pyramid was a crude looking, 1
pyramid was a crude looking thing, 1
was a crude looking thing of, 1
undressed stone without carvings or decorations, 1
stone without carvings or decorations there, 1
without carvings or decorations there was, 1
carvings or decorations there was a, 1
or decorations there was a shimmer, 1
decorations there was a shimmer of, 1
light from the top and i, 1
